CensusBloc,population density,% White,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >60,med income,% unemployment,% female hh,% <highschool,% security inc,% assistant inc,% renter hh,% stay >=5yrs,Lonpro,Latpro,DV rate
170316903002,6135.210644353357,0.050713154,0.00264131,0.0,0.0,0.00264131,0.1838351819999999,0.06022187,0.086106709,0.17538299,0.231378764,30797.0,0.177905308,0.457142857,0.153452685,0.1219047619999999,0.066666667,0.954285714,0.7790476190000001,447673.0,4624121.0,10.565240359218173
170316813002,3178.292064305396,0.007820137,0.0,0.038123167,0.0,0.0,0.244379277,0.077223851,0.123167155,0.094819159,0.120234604,23452.0,0.456756757,0.153333333,0.097328244,0.153333333,0.083333333,0.656666667,0.783333333,446946.0,4623665.0,44.965786901270775
170316813001,2124.3015423198126,0.0,0.0,0.0,0.0,0.0,0.0863557859999999,0.131260794,0.107081174,0.246977547,0.210708117,25469.0,0.222222222,0.183333333,0.173809524,0.1541666669999999,0.058333333,0.7041666670000001,0.745833333,446775.0,4623333.0,58.72193436960277
170317101001,5810.866094107414,0.0279999999999999,0.0,0.0,0.0,0.0392,0.172,0.1304,0.1072,0.1336,0.1968,17841.0,0.247906198,0.227016886,0.167892157,0.135084428,0.022514071,0.8292682929999999,0.694183865,446629.0,4622595.0,32.800000000000004
170316814003,4962.849023674301,0.053691275,0.015939597,0.0,0.0,0.053691275,0.193791946,0.103187919,0.111577181,0.05033557,0.177852349,34054.0,0.186397985,0.262430939,0.082949309,0.044198895,0.096685083,0.640883978,0.5801104970000001,446140.0,4623302.0,18.45637583892617
170316905001,1955.675028248591,0.0,0.0,0.0,0.0,0.0,0.212025316,0.0696202529999999,0.088607595,0.207278481,0.22943038,26154.0,0.292775665,0.064935065,0.257028112,0.220779221,0.029220779,0.8019480520000001,0.707792208,449123.0,4624219.0,52.21518987341772
170316912002,1604.277857918835,0.0,0.0,0.0,0.0,0.0,0.076581576,0.082130966,0.099889012,0.2186459489999999,0.2996670369999999,40144.0,0.118997912,0.088383838,0.208588957,0.0,0.116161616,0.560606061,0.772727273,447719.0,4622687.0,23.307436182019977
170318343006,3987.77916084814,0.011093502,0.0,0.026941363,0.0,0.0,0.187797147,0.0206022189999999,0.115689382,0.2171156889999999,0.377971474,77067.0,0.19460501,0.0614657209999999,0.0716946,0.094562648,0.0,0.328605201,0.957446809,451096.0,4621947.0,11.093502377179082
170310814032,30522.395815471653,0.6122866889999999,0.0,0.387713311,0.0,0.013651877,0.332423208,0.404095563,0.100341297,0.019112628,0.063481229,88942.0,0.0,0.0,0.0,0.056016598,0.0,0.78526971,0.462655602,448488.0,4638082.0,3.4129692832764507
170318339001,3458.4538935482183,0.4330097089999999,0.017475728,0.0,0.0,0.46407767,0.153398058,0.1689320389999999,0.115210356,0.096440129,0.082200647,40483.0,0.1747269889999999,0.382687927,0.262357414,0.120728929,0.050113895,0.8428246009999999,0.708428246,454440.0,4620206.0,19.41747572815534
170318339002,4329.161784377643,0.325791855,0.0,0.022624434,0.0,0.371040724,0.187330317,0.113122172,0.1113122169999999,0.091402715,0.209049774,29464.0,0.1144708419999999,0.279683377,0.261447563,0.102902375,0.0,0.736147757,0.635883905,454435.0,4620059.0,19.004524886877828
170318340002,1661.5533321604798,0.0254083479999999,0.0,0.0,0.0,0.0,0.0544464609999999,0.1088929219999999,0.083484574,0.3375680579999999,0.332123412,56597.0,0.115625,0.045918367,0.162105263,0.030612245,0.0,0.239795918,0.959183673,447909.0,4619474.0,27.22323049001815
170314909022,3298.226321054904,0.0,0.0,0.0,0.0,0.02020202,0.022222222,0.098989899,0.127946128,0.156902357,0.416161616,22018.0,0.03526971,0.101412067,0.239635158,0.11296534,0.033376123,0.661103979,0.807445443,448408.0,4617063.0,26.93602693602693
170310201001,9660.636897693745,0.461398728,0.0,0.0440508629999999,0.0,0.321525886,0.148955495,0.165304269,0.132152589,0.127611262,0.204359673,61483.0,0.054771784,0.080487805,0.216540404,0.01097561,0.074390244,0.658536585,0.759756098,443076.0,4651594.0,3.1789282470481384
170310104003,3289.749073214497,0.771458848,0.0,0.045566937,0.0,0.100317909,0.701165666,0.08689509,0.030024726,0.079830449,0.058636524,39620.0,0.103857567,0.034833091,0.0,0.0885341069999999,0.0,0.8214804059999999,0.613933237,445651.0,4650483.0,1.412928293889085
170310106003,22492.25908130857,0.604693141,0.0,0.011552347,0.0,0.262815884,0.353790614,0.149819495,0.149458484,0.077256318,0.067870036,35179.0,0.135822511,0.052252252,0.092265943,0.069369369,0.0117117119999999,0.8387387390000001,0.6081081079999999,444777.0,4650086.0,5.415162454873646
170318306004,1860.141624847493,0.415533981,0.0,0.034951456,0.0,0.236893204,0.295145631,0.209708738,0.155339806,0.046601942,0.12038835,51397.0,0.0625,0.047393365,0.230769231,0.0,0.0,0.7677725120000001,0.578199052,443978.0,4650264.0,11.650485436893204
170310205003,3637.628309491126,0.317934783,0.0,0.530434783,0.0,0.120108696,0.175543478,0.085326087,0.139130435,0.126086957,0.330978261,24223.0,0.185294118,0.010619469,0.543252595,0.203539823,0.185840708,0.561061947,0.805309735,443312.0,4650285.0,4.3478260869565215
170310203012,5146.687579065705,0.72659176,0.006866417,0.260299625,0.0,0.0,0.0998751559999999,0.123595506,0.103620474,0.073033708,0.287141074,41250.0,0.033628319,0.014900662,0.097609562,0.013245033,0.013245033,0.412251656,0.75,441444.0,4650417.0,1.2484394506866416
170310301031,31373.7684484794,0.6131095120000001,0.0,0.131894484,0.003197442,0.116706635,0.632294165,0.101518785,0.100719424,0.01518785,0.070343725,75938.0,0.076794658,0.0,0.092627599,0.04601227,0.0,0.644171779,0.573619632,445401.0,4649477.0,0.7993605115907274
170310301032,6694.211961952056,0.618567104,0.0,0.083753784,0.0,0.100908174,0.460141271,0.077699294,0.129162462,0.2058526739999999,0.101917255,51066.0,0.107988166,0.035778175,0.029827316,0.0,0.0,0.7978533090000001,0.520572451,445876.0,4649469.0,4.036326942482341
170310306031,17194.40665953433,0.3907815629999999,0.039078156,0.240480962,0.0,0.116232465,0.239478958,0.278557114,0.181362725,0.071142285,0.139278557,37846.0,0.041543027,0.037277147,0.091647332,0.1118314419999999,0.0,0.871961102,0.667747164,445462.0,4648272.0,3.006012024048096
